AScore_Sample58,AScore_Sample59,AScore_Sample60,AScore_Sample61,AScore_Sample62,AScore_Sample63,AScore_Sample64,AScore_Sample65,AScore_Sample66,AScore_Sample67,AScore_Sample68,AScore_Sample69,AScore_Sample70,AScore_Sample71,AScore_Sample72,AScore_Sample73,AScore_Sample74,AScore_Sample75,AScore_Sample76,AScore_Sample77,AScore_Sample78,AScore_Sample79,AScore_Sample80,AScore_Sample81,AScore_Sample82,AScore_Sample83,AScore_Sample84,AScore_Sample157,AScore_Sample158,AScore_Sample159,AScore_Sample160,AScore_Sample161,AScore_Sample162,AScore_Sample163,AScore_Sample164,AScore_Sample165,AScore_Sample166,AScore_Sample167,AScore_Sample168,AScore_Sample169,AScore_Sample170,AScore_Sample171,AScore_Sample172,AScore_Sample173,AScore_Sample174,AScore_Sample175,AScore_Sample176,AScore_Sample177,AScore_Sample178,AScore_Sample179,AScore_Sample180,AScore_Sample181,AScore_Sample182,AScore_Sample183
R1:Propionate labeling reagent light:26.57;K4:Propionate labeling reagent light:21.94,R1:Propionate labeling reagent light:109.97;K4:Propionate labeling reagent light:33.98,R1:Propionate labeling reagent light:48.12;K4:Propionate labeling reagent light:11.06,R1:Propionate labeling reagent light:111.84;K4:Propionate labeling reagent light:30.46,R1:Propionate labeling reagent light:109.97;K4:Propionate labeling reagent light:30.46,NA,R1:Propionate labeling reagent light:63.97;K4:Propionate labeling reagent light:30.46,R1:Propionate labeling reagent light:49.79;K4:Propionate labeling reagent light:27.96,R1:Propionate labeling reagent light:88.98;K4:Propionate labeling reagent light:27.96,R1:Propionate labeling reagent light:48.83;K4:Propionate labeling reagent light:26.02,R1:Propionate labeling reagent light:121.83;K4:Propionate labeling reagent light:33.98,R1:Propionate labeling reagent light:68.07;K4:Propionate labeling reagent light:21.94,R1:Propionate labeling reagent light:80.90;K4:Propionate labeling reagent light:30.46,R1:Propionate labeling reagent light:77.51;K4:Propionate labeling reagent light:30.46,R1:Propionate labeling reagent light:52.86;K4:Propionate labeling reagent light:26.02,R1:Propionate labeling reagent light:15.39;K4:Propionate labeling reagent light:0.00,R1:Propionate labeling reagent light:55.36;K4:Propionate labeling reagent light:30.46,R1:Propionate labeling reagent light:69.71;K4:Propionate labeling reagent light:30.46,R1:Propionate labeling reagent light:69.71;K4:Propionate labeling reagent light:27.96,R1:Propionate labeling reagent light:82.24;K4:Propionate labeling reagent light:30.46,R1:Propionate labeling reagent light:69.71;K4:Propionate labeling reagent light:27.96,R1:Propionate labeling reagent light:99.35;K4:Propionate labeling reagent light:40.00,R1:Propionate labeling reagent light:88.98;K4:Propionate labeling reagent light:30.46,R1:Propionate labeling reagent light:121.83;K4:Propionate labeling reagent light:33.98,R1:Propionate labeling reagent light:109.97;K4:Propionate labeling reagent light:30.46,R1:Propionate labeling reagent light:106.29;K4:Propionate labeling reagent light:30.46,R1:Propionate labeling reagent light:77.13;K4:Propionate labeling reagent light:33.98,R1:Propionate labeling reagent light:48.97;K4:Propionate labeling reagent light:23.10,NA,R1:Propionate labeling reagent light:38.26;K4:Propionate labeling reagent light:26.02,R1:Propionate labeling reagent light:41.04;K4:Propionate labeling reagent light:24.44,R1:Propionate labeling reagent light:42.89;K4:Propionate labeling reagent light:26.02,R1:Propionate labeling reagent light:52.86;K4:Propionate labeling reagent light:11.06,R1:Propionate labeling reagent light:52.86;K4:Propionate labeling reagent light:12.28,NA,R1:Propionate labeling reagent light:59.30;K4:Propionate labeling reagent light:9.34,R1:Propionate labeling reagent light:48.12;K4:Propionate labeling reagent light:26.02,R1:Propionate labeling reagent light:63.97;K4:Propionate labeling reagent light:30.46,R1:Propionate labeling reagent light:43.86;K4:Propionate labeling reagent light:30.46,R1:Propionate labeling reagent light:52.86;K4:Propionate labeling reagent light:30.46,R1:Propionate labeling reagent light:97.69;K4:Propionate labeling reagent light:33.98,R1:Propionate labeling reagent light:69.71;K4:Propionate labeling reagent light:30.46,R1:Propionate labeling reagent light:42.89;K4:Propionate labeling reagent light:27.96,R1:Propionate labeling reagent light:55.36;K4:Propionate labeling reagent light:30.46,NA,R1:Propionate labeling reagent light:97.69;K4:Propionate labeling reagent light:33.98,R1:Propionate labeling reagent light:111.84;K4:Propionate labeling reagent light:30.46,R1:Propionate labeling reagent light:97.69;K4:Propionate labeling reagent light:30.46,R1:Propionate labeling reagent light:97.69;K4:Propionate labeling reagent light:33.98,R1:Propionate labeling reagent light:97.75;K4:Propionate labeling reagent light:30.46,R1:Propionate labeling reagent light:55.21;K4:Propionate labeling reagent light:30.46,R1:Propionate labeling reagent light:77.13;K4:Propionate labeling reagent light:40.00,R1:Propionate labeling reagent light:97.65;K4:Propionate labeling reagent light:33.98,R1:Propionate labeling reagent light:67.69;K4:Propionate labeling reagent light:30.46
NA,NA,R1:Propionate labeling reagent light:42.60;S5:Propionate labeling reagent light:0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R1:Propionate labeling reagent light:30.41;S5:Propionate labeling reagent light:8.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R1:Propionate labeling reagent light:30.72;S5:Propionate labeling reagent light:0.00,NA,NA,NA,NA,R1:Propionate labeling reagent light:29.32;S5:Propionate labeling reagent light:0.00,NA,NA,NA,R1:Propionate labeling reagent light:49.37;S5:Propionate labeling reagent light:17.01,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R1:Carbamylation:20.70;K4:Propionate labeling reagent light:33.98,NA,NA,NA,NA,NA,NA,R1:Carbamylation:73.31;K4:Propionate labeling reagent light:33.98,R1:Carbamylation:19.05;K4:Propionate labeling reagent light:19.05,R1:Carbamylation:47.36;K4:Propionate labeling reagent light:24.44,R1:Carbamylation:38.16;K4:Propionate labeling reagent light:33.98,R1:Carbamylation:37.54;K4:Propionate labeling reagent light:17.81,R1:Carbamylation:50.22;K4:Propionate labeling reagent light:33.98,R1:Carbamylation:53.53;K4:Propionate labeling reagent light:22.69,R1:Carbamylation:78.06;K4:Propionate labeling reagent light:30.46,R1:Carbamylation:56.34;K4:Propionate labeling reagent light:33.98,R1:Carbamylation:18.00;K4:Propionate labeling reagent light:16.66,R1:Carbamylation:22.45;K4:Propionate labeling reagent light:26.02,R1:Carbamylation:73.31;K4:Propionate labeling reagent light:33.98,R1:Carbamylation:16.66;K4:Propionate labeling reagent light:16.66,R1:Carbamylation:19.05;K4:Propionate labeling reagent light:19.05,R1:Carbamylation:9.42;K4:Propionate labeling reagent light:9.42,R1:Carbamylation:53.53;K4:Propionate labeling reagent light:40.00,R1:Carbamylation:32.97;K4:Propionate labeling reagent light:8.69,R1:Carbamylation:37.54;K4:Propionate labeling reagent light:33.98
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R1:Propionate labeling reagent light:16.76;Q3:Deamidation (NQ):1000.00;K4:Acetylation (K):1000.00,NA,NA,NA,NA,NA,NA,NA,NA,R1:Propionate labeling reagent light:12.42;Q3:Deamidation (NQ):1000.00;K4:Acetylation (K):1000.00
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R1:Propionate labeling reagent light:1000.00;K4:Carboxyethyl:1000.00;S5:Dehydration:17.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,Y1:Propionate labeling reagent light:0.00,Y1:Propionate labeling reagent light:0.00,Y1:Propionate labeling reagent light:0.00,NA,NA,NA,NA,NA,NA,NA,NA,Y1:Propionate labeling reagent light:0.00,NA,NA,NA,Y1:Propionate labeling reagent light:0.00,NA,NA,Y1:Propionate labeling reagent light:0.00,NA,Y1:Propionate labeling reagent light:0.00,NA,Y1:Propionate labeling reagent light:5.99,NA,NA,NA,NA,NA,NA,NA,Y1:Propionate labeling reagent light:0.00,NA,NA,NA,Y1:Propionate labeling reagent light:0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y1:Propionate labeling reagent light:0.00,NA,NA,NA,NA,NA,NA
NA,NA,NA,Y1:Carbamidomethylation (DHKE  X@N-term):9.40,NA,NA,NA,Y1:Carbamidomethylation (DHKE  X@N-term):5.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y1:Carbamidomethylation (DHKE  X@N-term):0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y1:Carbamidomethylation (DHKE  X@N-term):0.00,NA,NA,Y1:Carbamidomethylation (DHKE  X@N-term):11.10,NA,NA,NA,NA,Y1:Carbamidomethylation (DHKE  X@N-term):0.00,NA,NA,Y1:Carbamidomethylation (DHKE  X@N-term):0.00,NA,NA,Y1:Carbamidomethylation (DHKE  X@N-term):0.00,NA,NA
K3:Propionate labeling reagent light:33.98,K3:Propionate labeling reagent light:40.00,K3:Propionate labeling reagent light:40.00,K3:Propionate labeling reagent light:40.00,K3:Propionate labeling reagent light:40.00,K3:Propionate labeling reagent light:40.00,K3:Propionate labeling reagent light:40.00,K3:Propionate labeling reagent light:40.00,K3:Propionate labeling reagent light:40.00,K3:Propionate labeling reagent light:33.98,K3:Propionate labeling reagent light:40.00,K3:Propionate labeling reagent light:40.00,K3:Propionate labeling reagent light:40.00,K3:Propionate labeling reagent light:40.00,K3:Propionate labeling reagent light:40.00,K3:Propionate labeling reagent light:40.00,K3:Propionate labeling reagent light:40.00,K3:Propionate labeling reagent light:40.00,K3:Propionate labeling reagent light:40.00,K3:Propionate labeling reagent light:40.00,K3:Propionate labeling reagent light:40.00,K3:Propionate labeling reagent light:40.00,K3:Propionate labeling reagent light:40.00,K3:Propionate labeling reagent light:40.00,K3:Propionate labeling reagent light:40.00,K3:Propionate labeling reagent light:40.00,K3:Propionate labeling reagent light:40.00,K3:Propionate labeling reagent light:27.96,K3:Propionate labeling reagent light:40.00,K3:Propionate labeling reagent light:40.00,K3:Propionate labeling reagent light:40.00,K3:Propionate labeling reagent light:40.00,K3:Propionate labeling reagent light:22.85,K3:Propionate labeling reagent light:40.00,NA,K3:Propionate labeling reagent light:40.00,K3:Propionate labeling reagent light:40.00,K3:Propionate labeling reagent light:40.00,K3:Propionate labeling reagent light:40.00,K3:Propionate labeling reagent light:40.00,K3:Propionate labeling reagent light:40.00,K3:Propionate labeling reagent light:40.00,K3:Propionate labeling reagent light:40.00,K3:Propionate labeling reagent light:40.00,K3:Propionate labeling reagent light:40.00,K3:Propionate labeling reagent light:40.00,K3:Propionate labeling reagent light:40.00,K3:Propionate labeling reagent light:40.00,K3:Propionate labeling reagent light:40.00,K3:Propionate labeling reagent light:40.00,K3:Propionate labeling reagent light:40.00,K3:Propionate labeling reagent light:40.00,K3:Propionate labeling reagent light:40.00,K3:Propionate labeling reagent light:40.00
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S4:Propionate labeling reagent light:0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Y1:Propionate labeling reagent light:91.37;K3:Propionate labeling reagent light:40.00,Y1:Propionate labeling reagent light:91.37;K3:Propionate labeling reagent light:40.00,Y1:Propionate labeling reagent light:91.37;K3:Propionate labeling reagent light:40.00,Y1:Propionate labeling reagent light:91.37;K3:Propionate labeling reagent light:40.00,Y1:Propionate labeling reagent light:101.94;K3:Propionate labeling reagent light:40.00,Y1:Propionate labeling reagent light:92.25;K3:Propionate labeling reagent light:40.00,Y1:Propionate labeling reagent light:101.94;K3:Propionate labeling reagent light:33.98,Y1:Propionate labeling reagent light:91.37;K3:Propionate labeling reagent light:40.00,Y1:Propionate labeling reagent light:91.37;K3:Propionate labeling reagent light:40.00,Y1:Propionate labeling reagent light:92.25;K3:Propionate labeling reagent light:40.00,Y1:Propionate labeling reagent light:101.94;K3:Propionate labeling reagent light:40.00,Y1:Propionate labeling reagent light:91.37;K3:Propionate labeling reagent light:40.00,Y1:Propionate labeling reagent light:91.37;K3:Propionate labeling reagent light:40.00,Y1:Propionate labeling reagent light:83.88;K3:Propionate labeling reagent light:40.00,Y1:Propionate labeling reagent light:101.94;K3:Propionate labeling reagent light:33.98,Y1:Propionate labeling reagent light:92.25;K3:Propionate labeling reagent light:40.00,Y1:Propionate labeling reagent light:91.37;K3:Propionate labeling reagent light:40.00,Y1:Propionate labeling reagent light:91.37;K3:Propionate labeling reagent light:40.00,Y1:Propionate labeling reagent light:92.25;K3:Propionate labeling reagent light:40.00,Y1:Propionate labeling reagent light:92.25;K3:Propionate labeling reagent light:40.00,Y1:Propionate labeling reagent light:91.37;K3:Propionate labeling reagent light:40.00,Y1:Propionate labeling reagent light:91.37;K3:Propionate labeling reagent light:40.00,Y1:Propionate labeling reagent light:91.37;K3:Propionate labeling reagent light:40.00,Y1:Propionate labeling reagent light:91.37;K3:Propionate labeling reagent light:40.00,Y1:Propionate labeling reagent light:91.37;K3:Propionate labeling reagent light:40.00,Y1:Propionate labeling reagent light:92.25;K3:Propionate labeling reagent light:40.00,Y1:Propionate labeling reagent light:91.37;K3:Propionate labeling reagent light:40.00,Y1:Propionate labeling reagent light:91.37;K3:Propionate labeling reagent light:40.00,Y1:Propionate labeling reagent light:91.37;K3:Propionate labeling reagent light:40.00,Y1:Propionate labeling reagent light:92.25;K3:Propionate labeling reagent light:40.00,Y1:Propionate labeling reagent light:91.37;K3:Propionate labeling reagent light:33.98,Y1:Propionate labeling reagent light:101.94;K3:Propionate labeling reagent light:40.00,Y1:Propionate labeling reagent light:91.37;K3:Propionate labeling reagent light:40.00,Y1:Propionate labeling reagent light:91.37;K3:Propionate labeling reagent light:40.00,NA,Y1:Propionate labeling reagent light:101.94;K3:Propionate labeling reagent light:40.00,Y1:Propionate labeling reagent light:92.25;K3:Propionate labeling reagent light:33.98,Y1:Propionate labeling reagent light:91.37;K3:Propionate labeling reagent light:40.00,Y1:Propionate labeling reagent light:101.94;K3:Propionate labeling reagent light:40.00,Y1:Propionate labeling reagent light:91.37;K3:Propionate labeling reagent light:40.00,Y1:Propionate labeling reagent light:101.94;K3:Propionate labeling reagent light:40.00,Y1:Propionate labeling reagent light:91.37;K3:Propionate labeling reagent light:33.98,Y1:Propionate labeling reagent light:92.25;K3:Propionate labeling reagent light:40.00,Y1:Propionate labeling reagent light:101.94;K3:Propionate labeling reagent light:40.00,NA,Y1:Propionate labeling reagent light:101.94;K3:Propionate labeling reagent light:40.00,Y1:Propionate labeling reagent light:101.94;K3:Propionate labeling reagent light:40.00,Y1:Propionate labeling reagent light:92.25;K3:Propionate labeling reagent light:40.00,Y1:Propionate labeling reagent light:92.25;K3:Propionate labeling reagent light:40.00,Y1:Propionate labeling reagent light:91.37;K3:Propionate labeling reagent light:40.00,Y1:Propionate labeling reagent light:91.37;K3:Propionate labeling reagent light:40.00,Y1:Propionate labeling reagent light:91.37;K3:Propionate labeling reagent light:40.00,Y1:Propionate labeling reagent light:101.94;K3:Propionate labeling reagent light:40.00,Y1:Propionate labeling reagent light:101.94;K3:Propionate labeling reagent light:40.00
NA,NA,NA,NA,NA,NA,NA,NA,NA,Y1:Carbamylation:36.05;K3:Propionate labeling reagent light:17.01,Y1:Carbamylation:39.76;K3:Propionate labeling reagent light:30.46,NA,Y1:Carbamylation:27.16;K3:Propionate labeling reagent light:21.94,Y1:Carbamylation:26.31;K3:Propionate labeling reagent light:26.31,NA,NA,NA,Y1:Carbamylation:27.16;K3:Propionate labeling reagent light:30.46,Y1:Carbamylation:26.31;K3:Propionate labeling reagent light:14.02,Y1:Carbamylation:24.32;K3:Propionate labeling reagent light:20.00,Y1:Carbamylation:54.01;K3:Propionate labeling reagent light:40.00,Y1:Carbamylation:27.16;K3:Propionate labeling reagent light:21.94,Y1:Carbamylation:36.05;K3:Propionate labeling reagent light:27.96,Y1:Carbamylation:30.83;K3:Propionate labeling reagent light:30.83,Y1:Carbamylation:32.28;K3:Propionate labeling reagent light:23.10,Y1:Carbamylation:28.86;K3:Propionate labeling reagent light:23.10,Y1:Carbamylation:22.87;K3:Propionate labeling reagent light:23.10,Y1:Carbamylation:32.28;K3:Propionate labeling reagent light:32.28,NA,Y1:Carbamylation:45.01;K3:Propionate labeling reagent light:39.76,Y1:Carbamylation:30.83;K3:Propionate labeling reagent light:23.10,Y1:Carbamylation:0.00;K3:Propionate labeling reagent light:0.00,Y1:Carbamylation:15.73;K3:Propionate labeling reagent light:15.73,Y1:Carbamylation:40.00;K3:Propionate labeling reagent light:27.96,NA,Y1:Carbamylation:32.28;K3:Propionate labeling reagent light:17.01,Y1:Carbamylation:60.92;K3:Propionate labeling reagent light:32.28,Y1:Carbamylation:33.18;K3:Propionate labeling reagent light:40.00,Y1:Carbamylation:43.88;K3:Propionate labeling reagent light:27.96,Y1:Carbamylation:48.87;K3:Propionate labeling reagent light:27.96,Y1:Carbamylation:36.05;K3:Propionate labeling reagent light:40.00,Y1:Carbamylation:48.87;K3:Propionate labeling reagent light:40.00,Y1:Carbamylation:45.01;K3:Propionate labeling reagent light:33.98,Y1:Carbamylation:39.76;K3:Propionate labeling reagent light:40.00,Y1:Carbamylation:39.76;K3:Propionate labeling reagent light:33.98,Y1:Carbamylation:40.00;K3:Propionate labeling reagent light:30.46,Y1:Carbamylation:55.92;K3:Propionate labeling reagent light:54.01,Y1:Carbamylation:54.01;K3:Propionate labeling reagent light:40.00,Y1:Carbamylation:36.80;K3:Propionate labeling reagent light:20.92,Y1:Carbamylation:54.01;K3:Propionate labeling reagent light:54.01,Y1:Carbamylation:45.01;K3:Propionate labeling reagent light:30.46,Y1:Carbamylation:52.04;K3:Propionate labeling reagent light:45.01,Y1:Carbamylation:48.87;K3:Propionate labeling reagent light:40.00,Y1:Carbamylation:54.01;K3:Propionate labeling reagent light:54.01
NA,Y1:Carbamidomethylation (DHKE  X@N-term):52.04;K3:Propionate labeling reagent light:26.02,Y1:Carbamidomethylation (DHKE  X@N-term):31.86;K3:Propionate labeling reagent light:31.86,Y1:Carbamidomethylation (DHKE  X@N-term):39.76;K3:Propionate labeling reagent light:27.96,Y1:Carbamidomethylation (DHKE  X@N-term):30.36;K3:Propionate labeling reagent light:30.36,Y1:Carbamidomethylation (DHKE  X@N-term):45.01;K3:Propionate labeling reagent light:40.00,Y1:Carbamidomethylation (DHKE  X@N-term):27.83;K3:Propionate labeling reagent light:27.83,NA,Y1:Carbamidomethylation (DHKE  X@N-term):45.01;K3:Propionate labeling reagent light:45.01,Y1:Carbamidomethylation (DHKE  X@N-term):24.24;K3:Propionate labeling reagent light:24.24,Y1:Carbamidomethylation (DHKE  X@N-term):36.05;K3:Propionate labeling reagent light:30.36,Y1:Carbamidomethylation (DHKE  X@N-term):30.83;K3:Propionate labeling reagent light:40.00,Y1:Carbamidomethylation (DHKE  X@N-term):39.76;K3:Propionate labeling reagent light:30.83,Y1:Carbamidomethylation (DHKE  X@N-term):36.05;K3:Propionate labeling reagent light:36.05,NA,NA,Y1:Carbamidomethylation (DHKE  X@N-term):27.83;K3:Propionate labeling reagent light:27.83,Y1:Carbamidomethylation (DHKE  X@N-term):36.05;K3:Propionate labeling reagent light:30.46,Y1:Carbamidomethylation (DHKE  X@N-term):45.01;K3:Propionate labeling reagent light:24.44,Y1:Carbamidomethylation (DHKE  X@N-term):36.05;K3:Propionate labeling reagent light:27.96,Y1:Carbamidomethylation (DHKE  X@N-term):45.01;K3:Propionate labeling reagent light:40.00,Y1:Carbamidomethylation (DHKE  X@N-term):25.66;K3:Propionate labeling reagent light:24.44,Y1:Carbamidomethylation (DHKE  X@N-term):54.01;K3:Propionate labeling reagent light:54.01,Y1:Carbamidomethylation (DHKE  X@N-term):54.01;K3:Propionate labeling reagent light:54.01,Y1:Carbamidomethylation (DHKE  X@N-term):36.05;K3:Propionate labeling reagent light:30.46,Y1:Carbamidomethylation (DHKE  X@N-term):30.36;K3:Propionate labeling reagent light:30.36,Y1:Carbamidomethylation (DHKE  X@N-term):54.01;K3:Propionate labeling reagent light:54.01,Y1:Carbamidomethylation (DHKE  X@N-term):26.31;K3:Propionate labeling reagent light:20.63,NA,Y1:Carbamidomethylation (DHKE  X@N-term):32.28;K3:Propionate labeling reagent light:20.92,NA,NA,NA,NA,NA,NA,Y1:Carbamidomethylation (DHKE  X@N-term):33.18;K3:Propionate labeling reagent light:11.06,NA,Y1:Carbamidomethylation (DHKE  X@N-term):29.25;K3:Propionate labeling reagent light:29.25,Y1:Carbamidomethylation (DHKE  X@N-term):39.76;K3:Propionate labeling reagent light:14.02,Y1:Carbamidomethylation (DHKE  X@N-term):26.31;K3:Propionate labeling reagent light:14.04,NA,NA,Y1:Carbamidomethylation (DHKE  X@N-term):45.01;K3:Propionate labeling reagent light:33.98,NA,Y1:Carbamidomethylation (DHKE  X@N-term):45.01;K3:Propionate labeling reagent light:40.00,Y1:Carbamidomethylation (DHKE  X@N-term):54.01;K3:Propionate labeling reagent light:54.01,Y1:Carbamidomethylation (DHKE  X@N-term):45.01;K3:Propionate labeling reagent light:40.00,NA,NA,Y1:Carbamidomethylation (DHKE  X@N-term):45.01;K3:Propionate labeling reagent light:21.94,NA,Y1:Carbamidomethylation (DHKE  X@N-term):32.28;K3:Propionate labeling reagent light:32.28,Y1:Carbamidomethylation (DHKE  X@N-term):54.01;K3:Propionate labeling reagent light:54.01
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y1:Dehydration:0.00;K3:Propionate labeling reagent light:12.28,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Q2:Deamidation (NQ):1000.00;K3:Propionate labeling reagent light:7.65,NA,Q2:Deamidation (NQ):1000.00;K3:Propionate labeling reagent light:12.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Q2:Deamidation (NQ):1000.00;K3:Propionate labeling reagent light:14.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,K3:Methylation(KR):44.44;S4:Phosphorylation (STY):8.69,NA,NA,K3:Methylation(KR):61.82;S4:Phosphorylation (STY):0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K3:Methylation(KR):38.64;S4:Phosphorylation (STY):3.29,NA,K3:Methylation(KR):53.43;S4:Phosphorylation (STY):0.00,NA,NA,K3:Methylation(KR):33.89;S4:Phosphorylation (STY):8.14,K3:Methylation(KR):64.58;S4:Phosphorylation (STY):23.10,K3:Methylation(KR):79.54;S4:Phosphorylation (STY):12.33,K3:Methylation(KR):67.12;S4:Phosphorylation (STY):8.14,K3:Methylation(KR):64.58;S4:Phosphorylation (STY):23.10,NA,NA,NA,NA,NA,NA,NA,NA,NA,K3:Methylation(KR):26.08;S4:Phosphorylation (STY):8.14,NA,NA,K3:Methylation(KR):43.57;S4:Phosphorylation (STY):7.65,NA,NA,K3:Methylation(KR):61.82;S4:Phosphorylation (STY):20.92,NA,NA,NA,K3:Methylation(KR):30.90;S4:Phosphorylation (STY):0.00,K3:Methylation(KR):52.22;S4:Phosphorylation (STY):8.69,NA,NA,NA,K3:Methylation(KR):67.12;S4:Phosphorylation (STY):0.00,K3:Methylation(KR):44.44;S4:Phosphorylation (STY):8.69,NA
NA,NA,NA,K3:Methylation(KR):56.54;T5:Phosphorylation (STY):0.00,NA,NA,K3:Methylation(KR):31.67;T5:Phosphorylation (STY):0.00,K3:Methylation(KR):38.97;T5:Phosphorylation (STY):0.00,K3:Methylation(KR):25.00;T5:Phosphorylation (STY):0.00,NA,K3:Methylation(KR):43.57;T5:Phosphorylation (STY):0.00,NA,NA,NA,NA,NA,K3:Methylation(KR):52.22;T5:Phosphorylation (STY):0.00,NA,NA,NA,K3:Methylation(KR):50.34;T5:Phosphorylation (STY):2.76,NA,NA,NA,NA,NA,NA,NA,NA,K3:Methylation(KR):26.08;T5:Phosphorylation (STY):0.00,NA,NA,NA,NA,NA,NA,NA,NA,K3:Methylation(KR):29.06;T5:Phosphorylation (STY):0.00,NA,NA,NA,NA,NA,NA,K3:Methylation(KR):38.64;T5:Phosphorylation (STY):0.00,NA,K3:Methylation(KR):67.12;T5:Phosphorylation (STY):0.00,K3:Methylation(KR):32.83;T5:Phosphorylation (STY):0.00,NA,NA,NA,NA,NA
NA,Y1:Propionate labeling reagent light:12.33;K3:Methylation(KR):53.63;S4:Phosphorylation (STY):8.69,NA,NA,Y1:Propionate labeling reagent light:19.27;K3:Methylation(KR):61.82;S4:Phosphorylation (STY):20.92,NA,Y1:Propionate labeling reagent light:12.33;K3:Methylation(KR):47.00;S4:Phosphorylation (STY):9.34,NA,NA,NA,Y1:Propionate labeling reagent light:22.45;K3:Methylation(KR):61.68;S4:Phosphorylation (STY):7.21,Y1:Propionate labeling reagent light:12.33;K3:Methylation(KR):43.57;S4:Phosphorylation (STY):8.14,NA,Y1:Propionate labeling reagent light:12.33;K3:Methylation(KR):38.97;S4:Phosphorylation (STY):10.11,NA,NA,Y1:Propionate labeling reagent light:12.33;K3:Methylation(KR):61.82;S4:Phosphorylation (STY):8.14,Y1:Propionate labeling reagent light:6.63;K3:Methylation(KR):89.98;S4:Phosphorylation (STY):11.06,NA,NA,Y1:Propionate labeling reagent light:24.24;K3:Methylation(KR):58.52;S4:Phosphorylation (STY):9.34,NA,Y1:Propionate labeling reagent light:14.84;K3:Methylation(KR):86.63;S4:Phosphorylation (STY):23.10,Y1:Propionate labeling reagent light:13.38;K3:Methylation(KR):86.63;S4:Phosphorylation (STY):13.38,Y1:Propionate labeling reagent light:12.33;K3:Methylation(KR):34.75;S4:Phosphorylation (STY):0.00,Y1:Propionate labeling reagent light:20.70;K3:Methylation(KR):71.72;S4:Phosphorylation (STY):8.69,Y1:Propionate labeling reagent light:12.33;K3:Methylation(KR):61.82;S4:Phosphorylation (STY):10.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y1:Propionate labeling reagent light:12.33;K3:Methylation(KR):83.89;S4:Phosphorylation (STY):12.28,Y1:Propionate labeling reagent light:29.32;K3:Methylation(KR):72.07;S4:Phosphorylation (STY):11.06,Y1:Propionate labeling reagent light:13.38;K3:Methylation(KR):51.61;S4:Phosphorylation (STY):9.34,NA,NA,NA,Y1:Propionate labeling reagent light:10.22;K3:Methylation(KR):85.64;S4:Phosphorylation (STY):20.00,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y1:Propionate labeling reagent light:9.42;K3:Methylation(KR):61.82;T5:Phosphorylation (STY):0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
